policy_id,driver_age,vehicle_age,vehicle_type,vehicle_make,past_claims,accident_type,region,claim_severity
448,25,6,SUV,High-end,0,Moderate,Suburban,11431.58883320544
19,26,4,Truck,High-end,1,Minor,Urban,7005.426511575895
716,56,4,Sedan,High-end,0,Moderate,Rural,7400.698694288878
484,43,3,Truck,Regular,2,Severe,Urban,23003.879150503966
569,18,0,SUV,Regular,0,Minor,Urban,4398.579290921005
434,50,3,Sedan,Regular,0,Moderate,Urban,4598.528282330013
368,40,2,Truck,Regular,0,Minor,Suburban,2134.0183654750813
84,32,11,SUV,Regular,0,Minor,Urban,5774.333463338233
62,37,0,Sports,Regular,0,Moderate,Urban,9171.46931759039
639,20,11,SUV,Regular,1,Minor,Suburban,7769.50705458491
273,57,1,Truck,Regular,0,Minor,Suburban,3013.0345095271473
286,18,1,Truck,High-end,0,Severe,Suburban,23892.60185361037
361,47,4,SUV,High-end,0,Minor,Urban,5289.083494026273
355,39,3,Truck,Regular,0,Moderate,Urban,10418.820108337715
457,38,7,SUV,Regular,1,Minor,Suburban,2513.141340620594
279,41,5,SUV,Regular,1,Minor,Urban,4473.448576780758
13,43,11,SUV,High-end,1,Minor,Urban,8605.873447331152
183,23,7,Sports,Regular,1,Severe,Suburban,25324.850470895763
369,41,3,SUV,Regular,2,Moderate,Suburban,9238.816306467672
882,32,9,Truck,High-end,1,Moderate,Suburban,15729.77916972048
616,41,14,Sports,High-end,1,Severe,Suburban,42656.78177062836
224,18,6,SUV,High-end,0,Moderate,Rural,9377.980938361035
573,44,5,Truck,Regular,0,Minor,Urban,6143.583235647469
971,41,6,Truck,High-end,0,Minor,Urban,7237.796065788251
654,23,3,Sports,Regular,0,Minor,Suburban,4483.713749819554
546,28,6,Truck,Regular,1,Minor,Suburban,4942.219252902301
583,49,1,Sedan,Regular,0,Minor,Urban,4842.346572463204
634,33,8,Truck,High-end,1,Minor,Rural,5812.572371418795
177,40,0,Sedan,High-end,0,Severe,Rural,13040.954173797789
666,41,4,Truck,Regular,0,Minor,Urban,6420.94148659699
674,34,2,SUV,Regular,0,Minor,Suburban,3487.800338042522
586,43,7,Truck,Regular,1,Minor,Urban,6130.855812756221
874,29,7,Sedan,Regular,0,Minor,Urban,4745.1652483301405
394,67,5,Sedan,Regular,0,Minor,Urban,4369.0329465885325
164,27,0,Truck,Regular,0,Moderate,Urban,7887.473753680739
249,66,5,Truck,Regular,3,Moderate,Urban,10945.81711049658
635,24,3,Sports,Regular,1,Moderate,Suburban,10654.638987544173
886,67,5,Truck,High-end,0,Minor,Rural,4331.3931039069475
670,56,6,SUV,High-end,0,Moderate,Suburban,12121.716933003097
376,28,4,Truck,High-end,0,Minor,Urban,7048.775564080998
413,18,6,Truck,High-end,1,Minor,Rural,5702.404820892671
75,18,7,Truck,High-end,0,Minor,Urban,9827.317846495162
114,76,6,Sedan,High-end,0,Minor,Urban,7382.873355636311
599,33,5,Truck,Regular,2,Minor,Rural,5440.441239776674
962,59,5,Sports,High-end,0,Minor,Suburban,6492.459695423289
391,26,6,SUV,Regular,0,Moderate,Urban,8868.43806098107
105,37,8,SUV,Regular,0,Minor,Rural,4180.232398305984
115,37,5,SUV,Regular,0,Minor,Rural,1654.9855160693312
418,41,5,Sedan,Regular,1,Minor,Urban,3087.00864501077
526,18,8,SUV,Regular,0,Minor,Urban,5668.175684744612
458,24,6,Sports,Regular,1,Minor,Urban,7074.695866329202
410,47,4,Sedan,Regular,1,Minor,Urban,3794.9194349969544
93,29,7,Sedan,Regular,0,Minor,Urban,5121.515935581038
931,31,1,Sports,High-end,0,Minor,Urban,7075.984911923355
90,47,4,SUV,Regular,0,Moderate,Suburban,6924.878571744954
337,27,3,Truck,High-end,0,Minor,Rural,4122.6524424538975
989,36,3,Sedan,Regular,0,Minor,Rural,2732.35271420034
922,24,7,Truck,Regular,0,Minor,Suburban,6519.797133413673
934,18,4,SUV,Regular,0,Minor,Rural,2362.0082689405845
606,68,2,Sedan,High-end,0,Minor,Urban,3926.7467766244154
594,45,7,SUV,Regular,2,Moderate,Rural,7734.6627951908295
612,39,0,Truck,Regular,0,Minor,Urban,3530.6812298418113
95,34,7,Sports,Regular,0,Moderate,Urban,10184.444108523494
12,33,5,Truck,Regular,0,Moderate,Urban,10583.603204837349
397,18,0,Sedan,Regular,0,Minor,Suburban,4068.1970672340253
534,21,4,SUV,Regular,1,Minor,Urban,4744.21607392716
44,35,4,Truck,Regular,0,Minor,Urban,5303.087347889095
43,38,8,SUV,Regular,0,Severe,Urban,21813.30963717853
330,49,6,Sedan,High-end,0,Severe,Rural,15908.29206363882
168,68,6,Sports,High-end,1,Moderate,Urban,19535.610848766213
498,37,8,SUV,High-end,0,Minor,Suburban,3681.8668013077204
877,32,3,Sports,Regular,0,Minor,Suburban,4754.162564186061
598,25,11,Sedan,High-end,0,Moderate,Suburban,13247.542323860465
757,47,4,SUV,High-end,0,Moderate,Suburban,11273.145453267787
101,18,7,SUV,Regular,0,Moderate,Suburban,7483.173423218657
427,25,11,Sedan,Regular,1,Moderate,Rural,8400.359568346987
179,36,2,Truck,High-end,1,Minor,Suburban,6379.336758427714
445,20,6,Sedan,Regular,0,Severe,Rural,12346.544157109964
417,63,5,Truck,High-end,0,Minor,Suburban,8873.713624223556
871,37,1,Sports,Regular,0,Moderate,Rural,5436.020150923921
883,32,1,SUV,Regular,1,Minor,Urban,2193.463961897075
681,50,6,Truck,High-end,1,Severe,Suburban,28652.479344554133
178,61,4,Truck,Regular,2,Minor,Urban,4350.741590914785
396,32,5,Sports,Regular,2,Moderate,Rural,9111.129375296512
912,43,11,Sports,High-end,1,Minor,Urban,11945.876779731054
794,20,7,Sedan,High-end,0,Severe,Rural,17596.527494763064
961,49,4,SUV,Regular,0,Moderate,Suburban,6492.447714705893
685,21,1,Sedan,Regular,2,Minor,Urban,2719.2798989431303
384,32,3,SUV,Regular,0,Moderate,Urban,7751.053237275301
957,45,0,Truck,High-end,0,Minor,Rural,4910.839735020314
752,19,7,Sedan,Regular,0,Minor,Urban,4598.306305000004
258,29,6,Sedan,Regular,0,Minor,Urban,2823.6188125979415
539,55,1,Sedan,Regular,0,Minor,Rural,2229.3680067038185
336,37,3,Sedan,High-end,0,Minor,Urban,5668.977382205645
16,31,5,Sports,Regular,0,Moderate,Rural,6005.243853550356
325,24,5,Sedan,High-end,0,Minor,Suburban,4152.811096500496
759,27,9,Sports,Regular,1,Moderate,Suburban,11724.692962574061
223,50,6,Sedan,High-end,0,Minor,Suburban,4716.462307583543
180,80,1,Sports,Regular,0,Minor,Suburban,3064.511033110647
984,39,7,SUV,High-end,1,Moderate,Rural,13252.502959355683
23,41,4,Sports,Regular,0,Moderate,Suburban,8876.863564647732
357,39,3,Sports,Regular,3,Minor,Suburban,5364.819435275007
667,36,2,Sports,Regular,1,Minor,Suburban,3248.0194127903123
862,18,7,Sedan,Regular,0,Minor,Suburban,5111.727950071159
341,27,5,Sports,High-end,0,Minor,Rural,5221.712208089061
432,18,7,Truck,Regular,1,Moderate,Urban,14528.646414429828
552,37,4,SUV,Regular,3,Minor,Urban,8114.430483721495
834,28,5,Sedan,Regular,1,Severe,Suburban,14032.034219209345
204,55,6,Truck,High-end,1,Moderate,Urban,16159.816025915814
631,18,6,Sedan,Regular,1,Minor,Rural,3124.1432525578766
94,35,5,Sports,Regular,1,Moderate,Suburban,8805.9659698096
559,45,9,Sports,Regular,1,Minor,Urban,8135.49394148002
69,45,3,Sports,Regular,0,Minor,Suburban,3370.439816425755
623,68,7,Sedan,High-end,1,Moderate,Rural,8801.861009608583
285,71,2,Sedan,High-end,0,Minor,Suburban,3859.439487481459
845,42,5,Sports,Regular,0,Minor,Suburban,5511.602896855706
435,62,4,SUV,High-end,0,Minor,Suburban,4579.121077590313
154,43,1,Truck,Regular,0,Minor,Rural,1182.1984436909688
76,52,3,SUV,Regular,0,Moderate,Urban,7442.90986638496
731,42,4,Truck,Regular,0,Minor,Urban,3960.0104667780606
447,45,3,SUV,Regular,0,Severe,Suburban,15857.811177097763
189,27,6,Sports,High-end,2,Minor,Urban,9768.17532834115
272,18,6,SUV,Regular,0,Severe,Urban,22174.11675130357
237,18,10,Truck,Regular,0,Minor,Rural,3406.0011432535593
488,23,0,SUV,High-end,0,Minor,Urban,5118.185171578654
118,22,4,SUV,Regular,0,Minor,Suburban,4980.03650690209
944,38,3,Sedan,High-end,0,Minor,Urban,4441.51793332172
513,36,2,Sedan,Regular,1,Moderate,Suburban,5283.954797599601
826,61,6,Sedan,Regular,0,Severe,Suburban,13158.09487586681
592,32,0,Sports,High-end,0,Minor,Urban,7033.053162258654
127,25,5,Sedan,High-end,0,Moderate,Suburban,10361.828165794843
117,39,12,SUV,High-end,0,Minor,Urban,10017.180936504561
474,60,5,Sports,Regular,0,Moderate,Suburban,9681.45086296334
694,49,0,SUV,Regular,1,Moderate,Suburban,8055.4344839153255
58,35,8,Sedan,Regular,0,Minor,Suburban,3806.389482073414
864,66,0,SUV,High-end,0,Moderate,Urban,12372.398210270327
913,43,6,Sports,Regular,1,Moderate,Urban,12962.055137311994
370,28,2,Truck,Regular,0,Minor,Rural,3987.686294516429
269,33,2,SUV,Regular,0,Minor,Rural,4931.911266818686
47,33,6,Sports,High-end,0,Moderate,Urban,16551.55914712328
350,36,4,Truck,Regular,1,Minor,Urban,6166.923240089898
196,45,6,SUV,Regular,0,Minor,Suburban,2444.9453949094477
1000,48,2,Sedan,Regular,0,Minor,Suburban,2740.3355786866528
835,39,3,Sports,Regular,0,Minor,Rural,5100.5729632328475
737,43,1,Sports,Regular,0,Moderate,Suburban,8115.876757200407
264,24,2,Sedan,Regular,0,Severe,Rural,9203.446198566477
444,38,1,SUV,Regular,1,Moderate,Urban,8380.505972862571
676,28,4,Sports,High-end,0,Moderate,Suburban,13703.359459998768
305,39,6,Truck,Regular,1,Moderate,Urban,10398.049293308079
342,43,5,Sports,Regular,0,Minor,Urban,5709.526983784324
967,29,4,Sports,Regular,1,Minor,Suburban,5896.80756651187
150,44,2,Sports,Regular,1,Minor,Rural,3763.958380580236
125,48,9,SUV,High-end,0,Minor,Rural,7862.01191049262
787,52,4,Truck,Regular,0,Minor,Suburban,4468.273377152785
51,44,3,Sedan,High-end,1,Moderate,Urban,12975.40356857364
354,37,7,Sports,High-end,1,Minor,Suburban,9051.940670280477
928,45,4,Sedan,Regular,0,Minor,Urban,5446.395920599248
143,18,4,Truck,Regular,0,Moderate,Rural,5585.647371197676
471,35,8,Sedan,High-end,0,Minor,Urban,6821.449399059529
400,58,3,Sedan,Regular,0,Severe,Urban,13511.424882845899
626,32,8,Truck,High-end,0,Minor,Urban,9592.009325919122
321,41,5,Truck,High-end,1,Minor,Urban,7657.427524552825
20,18,6,SUV,Regular,1,Moderate,Rural,8359.994435971887
810,26,7,Sports,Regular,2,Moderate,Rural,8227.537729994006
791,46,0,Sedan,Regular,0,Moderate,Urban,5500.861048529634
809,58,0,Truck,Regular,0,Minor,Urban,2332.011734439732
408,37,9,Sports,High-end,1,Moderate,Suburban,17830.083310918566
538,34,3,Truck,Regular,0,Moderate,Rural,5665.309171211908
621,28,5,SUV,High-end,3,Minor,Suburban,7031.997946588383
39,20,5,Sports,Regular,1,Minor,Urban,7492.10781860842
176,52,4,Sedan,High-end,0,Minor,Urban,4673.258095117981
246,34,1,Truck,Regular,0,Minor,Urban,4971.714186386116
829,33,4,SUV,High-end,1,Minor,Urban,7425.227221585087
668,62,3,SUV,Regular,2,Minor,Suburban,4198.44948070565
755,25,6,Sports,Regular,1,Minor,Urban,5323.062102689291
859,31,5,Truck,Regular,0,Moderate,Suburban,9015.05773247546
155,44,9,Truck,High-end,0,Minor,Suburban,7333.004763607339
288,48,6,Truck,Regular,0,Minor,Urban,5037.723105897382
603,53,3,Sports,Regular,0,Moderate,Suburban,7674.046616905528
570,34,3,Truck,Regular,1,Moderate,Rural,5207.973372635572
744,40,8,SUV,High-end,1,Minor,Urban,7418.746993838743
18,44,3,SUV,High-end,1,Minor,Suburban,5717.885277972273
128,31,2,SUV,High-end,1,Minor,Rural,5078.4469852209795
323,27,4,Sedan,High-end,1,Moderate,Rural,9309.764133946357
256,32,1,Sports,Regular,0,Minor,Suburban,5216.075167939374
658,39,8,SUV,Regular,0,Minor,Suburban,3022.238542008642
965,38,6,SUV,Regular,1,Severe,Suburban,17118.70863821534
191,33,5,Truck,Regular,1,Minor,Suburban,5999.084564354411
116,44,6,Sedan,Regular,1,Moderate,Suburban,6288.9503278344255
617,41,5,Sports,Regular,0,Moderate,Suburban,9358.77688240406
607,28,5,SUV,High-end,1,Minor,Urban,7705.045342697405
181,49,5,Sedan,High-end,1,Minor,Urban,5980.515410901632
302,31,7,Truck,High-end,0,Moderate,Rural,11499.369302408055
760,50,8,Truck,Regular,0,Minor,Urban,5926.431287412317
713,31,0,SUV,High-end,0,Minor,Urban,5952.905228599481
724,51,6,Truck,Regular,1,Moderate,Urban,12690.156772854945
686,50,8,Truck,Regular,0,Minor,Suburban,4324.737357508647
980,51,6,Truck,High-end,0,Minor,Rural,6233.37605516355
518,25,6,Truck,Regular,0,Moderate,Suburban,10265.17508256786
985,39,7,Sedan,High-end,0,Moderate,Suburban,11875.925941927144
46,29,7,Sports,Regular,1,Moderate,Suburban,11623.809993350222
910,72,5,SUV,Regular,1,Severe,Suburban,15649.115910961102
158,47,11,Sedan,Regular,0,Minor,Suburban,3968.5234964386095
852,31,10,Truck,Regular,0,Severe,Suburban,19078.801183387088
172,27,5,Sedan,Regular,0,Minor,Rural,3562.8536930332166
17,24,3,Sports,Regular,0,Minor,Suburban,4880.347395588751
512,39,4,Sports,Regular,0,Minor,Suburban,3601.9727736755417
49,45,9,Sedan,Regular,0,Severe,Suburban,16491.370418416904
972,29,0,Truck,High-end,1,Minor,Suburban,5650.063905167328
941,20,5,SUV,Regular,1,Severe,Rural,13172.746082418653
516,51,4,SUV,Regular,1,Moderate,Suburban,8255.968173440577
953,21,2,SUV,Regular,0,Moderate,Urban,7235.737455998221
481,38,7,Sports,Regular,1,Moderate,Rural,9274.561477355457
284,21,7,SUV,Regular,1,Minor,Suburban,3703.8344077156044
719,34,7,Sports,Regular,0,Severe,Rural,15450.584013043026
878,43,4,Sedan,High-end,1,Moderate,Urban,10446.269975189773
226,56,4,SUV,Regular,0,Severe,Urban,15715.377872664196
27,22,5,Truck,Regular,0,Minor,Urban,4549.954229878014
955,38,3,Sports,Regular,1,Minor,Suburban,4110.477295289727
438,19,9,SUV,Regular,0,Moderate,Rural,7468.14059899128
952,45,8,Sports,High-end,0,Severe,Suburban,30685.131851090657
365,50,8,Sports,High-end,1,Minor,Urban,10048.228423233288
230,50,11,Truck,Regular,0,Moderate,Suburban,8542.481723170336
38,18,0,SUV,Regular,2,Moderate,Rural,6336.755507454595
966,61,5,Sports,High-end,0,Minor,Rural,4150.497312951764
375,72,9,Sedan,Regular,0,Severe,Rural,11531.553507333585
470,31,6,Sports,Regular,0,Minor,Urban,6354.270748038384
968,67,4,Truck,High-end,0,Moderate,Rural,9415.002936033374
851,30,3,Truck,Regular,0,Severe,Urban,18624.450477636427
705,18,6,SUV,Regular,0,Minor,Rural,3034.884668432147
842,50,0,Truck,Regular,0,Minor,Rural,3422.0660780325275
195,42,0,Sedan,Regular,1,Minor,Urban,2483.8450109719565
855,61,8,Sports,Regular,1,Moderate,Suburban,10451.083745271808
865,30,8,Sedan,High-end,0,Minor,Urban,6017.874223066089
504,48,4,Truck,High-end,0,Minor,Suburban,5568.8359575354425
970,18,8,Sedan,Regular,1,Minor,Urban,4615.811388053776
831,19,7,Truck,Regular,0,Minor,Suburban,2702.2571818743654
580,57,2,Sedan,Regular,1,Moderate,Urban,6953.986045642592
969,39,4,SUV,Regular,0,Moderate,Urban,9062.43497290144
163,57,0,Sedan,High-end,0,Minor,Suburban,2606.6610089161395
909,49,1,Sports,Regular,1,Moderate,Urban,12266.074482308115
153,29,3,Truck,Regular,1,Severe,Urban,19423.609008622436
802,32,4,Sedan,High-end,1,Minor,Suburban,5459.683077242329
994,29,7,SUV,High-end,0,Minor,Rural,3728.9327644974123
756,79,9,Sports,Regular,0,Minor,Urban,5829.850641923127
112,39,5,Sedan,High-end,0,Minor,Suburban,4271.061566751974
227,40,5,Truck,Regular,0,Severe,Rural,13143.426566857494
689,50,5,Truck,Regular,0,Minor,Suburban,4427.894241925141
104,27,4,Truck,High-end,0,Moderate,Urban,12345.026561483388
422,66,8,SUV,High-end,0,Moderate,Urban,14884.726090027561
420,41,6,Sports,Regular,0,Minor,Rural,4634.476745001218
751,26,0,SUV,High-end,0,Minor,Suburban,4516.124787900472
587,33,5,Sedan,High-end,1,Minor,Rural,3776.8426031826866
781,42,0,Sports,Regular,0,Minor,Urban,2536.7108521610257
673,34,3,Truck,Regular,0,Moderate,Rural,5170.275164232716
120,51,8,SUV,High-end,0,Moderate,Suburban,13454.40200112072
54,49,5,Sedan,Regular,0,Minor,Suburban,3165.924748728923
152,45,0,SUV,Regular,2,Minor,Urban,3986.962380946238
404,40,7,Truck,Regular,2,Moderate,Urban,12191.19316182951
946,23,3,SUV,High-end,1,Minor,Suburban,4634.438272052683
208,47,3,Sports,High-end,1,Severe,Rural,22724.071171259842
659,42,1,Truck,Regular,0,Minor,Urban,5564.784258787496
844,45,5,Sedan,Regular,0,Minor,Urban,4074.0364427065333
763,78,5,Sedan,Regular,0,Minor,Urban,4747.059356453641
9,32,8,Truck,Regular,1,Minor,Suburban,5006.109944687293
808,32,6,Sports,High-end,1,Minor,Suburban,7650.659799298539
37,43,1,Truck,Regular,0,Minor,Suburban,4388.21337766925
453,25,5,SUV,High-end,0,Minor,Suburban,6163.101432763843
652,56,5,SUV,High-end,0,Moderate,Suburban,11353.538153949175
254,55,6,Sedan,Regular,1,Minor,Urban,5457.120788003298
304,49,2,Sedan,Regular,0,Minor,Rural,2252.5263682153163
747,42,7,Sedan,High-end,0,Minor,Suburban,4747.2336660837445
572,65,1,SUV,High-end,1,Minor,Urban,5978.95448438884
624,60,2,SUV,High-end,1,Minor,Suburban,6557.100619221339
733,46,4,SUV,Regular,0,Minor,Urban,3066.4939876282383
892,47,5,Truck,Regular,1,Minor,Rural,2977.521141975597
263,18,6,SUV,Regular,1,Minor,Suburban,3288.168798375328
611,49,4,Sedan,Regular,0,Minor,Suburban,3082.4417666348427
298,44,4,Sedan,Regular,0,Minor,Suburban,2636.4267050849708
415,44,3,Truck,Regular,0,Moderate,Urban,7800.519370796983
151,43,2,Sedan,High-end,1,Moderate,Urban,10794.888352299235
789,38,5,Truck,Regular,1,Minor,Rural,3908.3698512608785
641,34,5,Sports,High-end,1,Minor,Suburban,7893.1310509375435
890,56,4,Sports,High-end,0,Minor,Suburban,7307.137618403482
551,41,4,Truck,Regular,0,Minor,Suburban,4603.140197236049
887,48,2,Truck,Regular,0,Minor,Urban,6282.036635959309
489,65,0,Sedan,High-end,2,Moderate,Urban,12102.590396786232
148,20,0,Sports,Regular,1,Moderate,Urban,11210.21657794883
147,21,1,Sports,Regular,0,Minor,Urban,6746.139295024037
721,44,6,SUV,High-end,0,Minor,Urban,6474.91277000441
932,68,6,Truck,Regular,0,Minor,Suburban,5255.659808241559
740,55,10,Sedan,Regular,0,Moderate,Urban,9124.28569485085
660,37,8,Sedan,High-end,1,Minor,Suburban,5152.729777106005
349,29,0,Sedan,Regular,0,Minor,Suburban,3419.87151595443
464,43,2,Sedan,High-end,2,Minor,Urban,4654.408999243972
326,21,0,Sports,Regular,1,Moderate,Suburban,8743.64770091215
187,47,2,Sedan,Regular,0,Moderate,Suburban,5385.527628201137
124,18,1,Truck,High-end,1,Minor,Suburban,7219.319613872583
854,57,7,Sedan,Regular,1,Minor,Urban,3322.8508592839935
609,18,5,SUV,Regular,1,Minor,Urban,3694.024425594772
144,42,5,Truck,Regular,2,Moderate,Suburban,8854.572039074958
959,48,8,Sedan,Regular,0,Minor,Urban,2955.5135501111345
198,42,6,Sports,High-end,1,Minor,Urban,9105.092477233127
610,62,4,SUV,Regular,1,Moderate,Suburban,7742.5081162257175
280,34,4,Sports,Regular,1,Minor,Urban,4635.410556199528
294,52,7,SUV,Regular,0,Minor,Urban,5253.873218164743
401,18,1,Sedan,Regular,1,Minor,Urban,3696.940572527481
123,61,6,Sports,Regular,1,Minor,Urban,6509.509593826773
184,47,0,Sedan,Regular,2,Minor,Rural,1563.0196455604132
203,56,5,Sports,Regular,0,Minor,Suburban,5777.404959090831
439,18,6,Sports,Regular,0,Minor,Suburban,6481.394597930669
247,32,5,Sedan,Regular,0,Minor,Rural,3464.155884171979
416,28,7,SUV,Regular,1,Minor,Suburban,3734.0298915301037
933,18,3,Sedan,Regular,1,Severe,Rural,12226.798502227324
766,29,2,Truck,Regular,0,Minor,Urban,3466.163130358846
907,19,0,Sedan,High-end,1,Minor,Suburban,3901.27628734807
836,43,6,Sedan,High-end,1,Minor,Rural,3660.7878504705577
888,34,6,SUV,Regular,2,Severe,Suburban,20553.896546024374
130,32,5,Truck,Regular,0,Moderate,Rural,8887.967705524732
638,41,6,Truck,Regular,1,Moderate,Suburban,7974.107717493839
403,40,8,Truck,Regular,0,Minor,Suburban,5240.910957392192
785,48,5,Sedan,Regular,1,Minor,Rural,4494.583870075248
771,50,5,Sports,Regular,3,Severe,Urban,29000.63037482752
736,47,0,Truck,Regular,0,Moderate,Urban,8502.659998499306
914,63,6,SUV,Regular,0,Minor,Rural,3596.240353387666
220,41,11,SUV,Regular,0,Minor,Urban,4709.272228356259
642,65,9,Sedan,High-end,0,Minor,Suburban,6593.506669451127
916,44,3,Sports,Regular,0,Minor,Urban,4181.406996068552
753,25,3,SUV,High-end,1,Minor,Suburban,5745.844686867658
807,43,5,Truck,Regular,0,Minor,Urban,3164.3966455634854
920,42,3,Truck,High-end,2,Minor,Urban,6347.228875187427
625,63,10,SUV,Regular,0,Minor,Suburban,5185.290084710968
875,39,8,Sedan,Regular,1,Minor,Urban,4244.36633928266
761,31,9,Truck,High-end,0,Moderate,Urban,17485.68949642267
387,45,8,Sports,Regular,0,Minor,Rural,5433.4060763526695
973,52,6,Sedan,Regular,0,Severe,Rural,9235.949367594174
510,27,9,Sedan,Regular,0,Minor,Urban,5251.728697140274
268,18,2,SUV,Regular,1,Minor,Suburban,2895.8563503711866
820,55,2,Sedan,Regular,1,Moderate,Urban,7625.759986092917
442,39,8,SUV,Regular,0,Moderate,Suburban,9498.484876051818
497,24,11,Sports,Regular,0,Minor,Urban,7043.82975296914
113,40,7,Sports,Regular,0,Minor,Suburban,5064.476844755811
692,57,3,Truck,Regular,1,Minor,Suburban,2061.735483811675
233,40,4,Sedan,Regular,0,Severe,Urban,15535.947845943821
870,70,3,Sedan,Regular,0,Minor,Urban,5122.86820189853
608,21,9,Sedan,High-end,2,Minor,Rural,3067.432871845859
672,18,3,Sports,High-end,0,Severe,Urban,32453.334141712578
374,54,0,Sports,Regular,1,Minor,Rural,4156.975536982786
982,46,0,SUV,Regular,0,Minor,Urban,2314.0002934835065
843,23,3,Sedan,Regular,1,Minor,Suburban,4350.903105684055
234,30,12,Sedan,High-end,1,Minor,Suburban,6446.00233480217
786,56,0,Sedan,Regular,1,Minor,Urban,4159.833561467458
677,23,8,Sedan,Regular,0,Minor,Rural,3761.7434088151417
318,35,4,Sedan,Regular,0,Moderate,Rural,4442.172066558733
649,36,8,Truck,Regular,1,Minor,Suburban,4735.048103174836
411,50,8,Sedan,Regular,1,Minor,Suburban,3881.759456581451
899,58,6,Truck,Regular,1,Severe,Urban,21156.002452420857
710,65,2,Sedan,Regular,0,Severe,Suburban,10330.56308636651
359,44,0,Sedan,Regular,0,Minor,Suburban,3005.5578532150075
259,46,2,Sedan,Regular,0,Moderate,Urban,5926.2098943405235
745,47,2,SUV,Regular,1,Severe,Urban,16771.04984416792
628,38,8,Sedan,High-end,0,Severe,Suburban,22346.09979451426
633,37,3,Sports,Regular,0,Minor,Urban,6650.112364309855
283,63,7,Sports,Regular,0,Minor,Suburban,5074.72354841517
377,53,2,Truck,Regular,0,Severe,Urban,16974.90235057878
385,28,7,Sedan,Regular,2,Minor,Urban,5817.304822593531
225,32,4,Sports,Regular,0,Moderate,Suburban,9092.376791639925
954,61,3,SUV,Regular,0,Severe,Suburban,15605.574432686815
815,55,4,Sports,Regular,1,Minor,Urban,5433.810938914665
473,18,4,Sports,High-end,1,Minor,Rural,6451.7463003285475
348,18,7,Sports,Regular,0,Minor,Rural,4640.837628902754
506,32,3,Sedan,Regular,0,Minor,Rural,2827.8393499155873
640,20,1,Sports,Regular,0,Minor,Suburban,3861.485535662863
988,53,6,SUV,Regular,0,Moderate,Rural,5609.153597052811
929,63,8,Sports,Regular,0,Moderate,Suburban,12433.359747714358
906,40,6,Sedan,High-end,0,Moderate,Urban,11441.991463802391
620,43,8,Sedan,High-end,0,Minor,Urban,5552.544346041788
856,31,2,Sports,High-end,0,Moderate,Suburban,13062.426755126504
804,33,0,Sports,High-end,0,Minor,Urban,7081.918447707887
646,35,6,Sports,High-end,2,Severe,Suburban,33306.92360208761
847,44,8,Sports,Regular,0,Minor,Urban,7501.931669539543
